scenario_id,step_number,field_name,english_text,german_text,spanish_text,portuguese_text,italian_text,turkish_text
MGR_JADA_01_ONBOARDING,9,joule_response_text,"Dear Gus,

I am pleased to inform you that Tory has been assigned as your buddy. He will be your go-to person for any questions or assistance you may need during your onboarding process.

Best regards,
Jada Baker","Lieber Gus,

Ich freue mich, Ihnen mitteilen zu können, dass Tory als Ihr Buddy zugewiesen wurde. Er wird Ihr Ansprechpartner für alle Fragen oder Hilfe sein, die Sie während Ihres Onboarding-Prozesses benötigen.

Mit freundlichen Grüßen,
Jada Baker","Estimado Gus,

Me complace informarte que Tory ha sido asignado como tu buddy. Él será tu persona de referencia para cualquier pregunta o asistencia que puedas necesitar durante tu proceso de incorporación.

Saludos cordiales,
Jada Baker","Prezado Gus,

Tenho o prazer de informar que Tory foi designado como seu buddy. Ele será sua pessoa de referência para quaisquer dúvidas ou assistência que você possa precisar durante seu processo de integração.

Cordialmente,
Jada Baker","Caro Gus,

Sono lieto di informarti che Tory è stato assegnato come tuo buddy. Sarà la tua persona di riferimento per qualsiasi domanda o assistenza di cui potresti aver bisogno durante il tuo processo di onboarding.

Cordiali saluti,
Jada Baker","Sevgili Gus,

Tory'nin senin buddy'n olarak atandığını bildirmekten memnuniyet duyuyorum. Onboarding sürecinde ihtiyaç duyabileceğin herhangi bir soru veya yardım için başvurabileceğin kişi olacak.

Saygılarımla,
Jada Baker"
MGR_JADA_01_ONBOARDING,10,action_a_label,"Confirm","Bestätigen","Confirmar","Confirmar","Conferma","Onayla"
MGR_JADA_01_ONBOARDING,10,action_b_label,"Edit","Bearbeiten","Editar","Editar","Modifica","Düzenle"
MGR_JADA_01_ONBOARDING,16,joule_response_text,"Do you want to draft a note also for Tory?","Möchten Sie auch eine Notiz für Tory entwerfen?","¿Quieres redactar una nota también para Tory?","Você quer redigir uma nota também para Tory?","Vuoi redigere una nota anche per Tory?","Tory için de bir not taslağı oluşturmak ister misiniz?"
MGR_JADA_01_ONBOARDING,17,action_a_label,"Yes","Ja","Sí","Sim","Sì","Evet"
MGR_JADA_01_ONBOARDING,17,action_b_label,"No","Nein","No","Não","No","Hayır"
MGR_JADA_01_ONBOARDING,18,joule_response_text,"Here is a draft note for the buddy:","Hier ist ein Entwurf für den Buddy:","Aquí hay una nota borrador para el buddy:","Aqui está uma nota de rascunho para o buddy:","Ecco una bozza di nota per il buddy:","Buddy için taslak not:"
MGR_JADA_01_ONBOARDING,22,joule_response_text,"Here is your assignment:","Hier ist Ihre Aufgabe:","Aquí está tu asignación:","Aqui está sua atribuição:","Ecco il tuo incarico:","Lütfen detaylari kontrol et:"
MGR_JADA_01_ONBOARDING,26,completion_message,"Joule made Gus's first day preparation effortless! Everything is organized and he'll feel welcomed from day one.","Joule hat die Vorbereitung für Gus' ersten Tag mühelos gemacht! Alles ist organisiert und er wird sich vom ersten Tag an willkommen fühlen.","¡Joule hizo que la preparación del primer día de Gus fuera sin esfuerzo! Todo está organizado y se sentirá bienvenido desde el primer día.","Joule tornou a preparação do primeiro dia de Gus sem esforço! Tudo está organizado e ele se sentirá bem-vindo desde o primeiro dia.","Joule ha reso la preparazione del primo giorno di Gus senza sforzo! Tutto è organizzato e si sentirà accolto dal primo giorno.","Joule, Gus'un ilk gününün hazırlığını zahmetsiz hale getirdi! Her şey düzenli ve ilk günden itibaren kendini hoş karşılanmış hissedecek."
MGR_JADA_02_COMP,1,scenario_title,"Everyone Gets a Bonus","Jeder bekommt einen Bonus","Todos reciben un bono","Todos recebem um bônus","Tutti ricevono un bonus","Herkes bonus alıyor"
MGR_JADA_02_COMP,1,scenario_description,"","","","","",""
MGR_JADA_02_COMP,1,choice_a_label,"Use gut feeling","Aus dem Bauch heraus entscheiden","Usar la intuición","Usar intuição","Usa l'istinto","İç sesinizi kullanın"
MGR_JADA_02_COMP,1,choice_b_label,"Analyse compensation with Joule","Vergütung mit Joule analysieren","Analizar compensación con Joule","Analisar compensación com Joule","Analizza la compensazione con Joule","Joule ile tazminatı analiz et"
MGR_JADA_02_COMP,2,joule_response_text,"Your bonus budget is massively exceeded.","Ihr Bonusbudget ist massiv überschritten.","Tu presupuesto de bonos está enormemente excedido.","Seu orçamento de bônus está enormemente excedido.","Il tuo budget per i bonus è enormemente superato.","Bonus bütçeniz büyük ölçüde aşıldı."
MGR_JADA_02_COMP,4,user_input_text,"Summarise Gus' compensation progression.","Fassen Sie Gus' Vergütungsentwicklung zusammen.","Resume la progresión de compensación de Gus.","Resuma a progressão de compensação de Gus.","Riassumi la progressione della compensazione di Gus.","Gus'un tazminat ilerlemesini özetleyin."
MGR_JADA_02_COMP,5,joule_response_text,"Here are the insights you requested for Gus Revesz.","Hier sind die von Ihnen angeforderten Erkenntnisse für Gus Revesz.","Aquí están las ideas que solicitaste para Gus Revesz.","Aqui están os insights que você solicitou para Gus Revesz.","Ecco le informazioni che hai richiesto per Gus Revesz.","Gus Revesz için istediğiniz içgörüler burada."
MGR_JADA_02_COMP,7,user_input_text,"What would be a fair bonus for Gus based on his performance?","Was wäre ein fairer Bonus für Gus basierend auf seiner Leistung?","¿Cuál sería un bono justo para Gus según su rendimiento?","Qual seria um bônus justo para Gus com base em seu desempenho?","Quale sarebbe un bonus equo per Gus in base alla sua performance?","Performansına göre Gus için adil bir bonus ne olurdu?"
MGR_JADA_02_COMP,8,joule_response_text,"Based on Gus's exceptional performance this year, I recommend a bonus of 15% of his annual salary, which aligns with high-performer benchmarks.","Basierend auf Gus' außergewöhnlicher Leistung in diesem Jahr empfehle ich einen Bonus von 15% seines Jahresgehalts, was den Benchmarks für Hochleistungsträger entspricht.","Según el rendimiento excepcional de Gus este año, recomiendo un bono del 15% de su salario anual, que se alinea con los puntos de referencia de alto rendimiento.","Com base no desempenho excepcional de Gus este ano, recomendo um bônus de 15% de seu salário anual, o que se alinha com os benchmarks de alto desempenho.","In base alla performance eccezionale di Gus quest'anno, raccomando un bonus del 15% del suo stipendio annuale, che si allinea ai benchmark dei lavoratori ad alte prestazioni.","Gus'un bu yıl olağanüstü performansına dayanarak, yıllık maaşının %15'i oranında bir bonus öneriyorum, bu da yüksek performans gösterenler için kıyaslamalarla uyumludur."
MGR_JADA_02_COMP,10,completion_message,"Perfect! Joule helped me make fair, data-driven compensation decisions within budget!","Perfekt! Joule hat mir geholfen, faire, datengestützte Vergütungsentscheidungen innerhalb des Budgets zu treffen!","¡Perfecto! ¡Joule me ayudó a tomar decisiones de compensación justas y basadas en datos dentro del presupuesto!","Perfeito! Joule me ajudou a tomar decisões de compensación justas e baseadas em dados dentro do orçamento!","Perfetto! Joule mi ha aiutato a prendere decisioni di compensazione giuste e basate sui dati entro il budget!","Mükemmel! Joule bütçe dahilinde adil, veriye dayalı tazminat kararları almama yardımcı oldu!"
MGR_JADA_03_RECRUIT,1,scenario_title,"Avoiding Admin Like a Pro","Verwaltung wie ein Profi vermeiden","Evitando la administración como un profesional","Evitando administração como um profissional","Evitare l'amministrazione come un professionista","Yönetim işlerinden profesyonelce kaçınma"
MGR_JADA_03_RECRUIT,1,scenario_description,"","","","","",""
MGR_JADA_03_RECRUIT,1,choice_a_label,"Procrastinate","Aufschieben","Procrastinar","Procrastinar","Procrastinare","Ertelemek"
MGR_JADA_03_RECRUIT,1,choice_b_label,"Create job position with Joule","Position mit Joule erstellen","Crear posición de trabajo con Joule","Criar posição de trabalho com Joule","Crea posizione di lavoro con Joule","Joule ile iş pozisyonu oluştur"
MGR_JADA_03_RECRUIT,2,joule_response_text,"The position remains unfilled and your team is overworked.","Die Stelle bleibt unbesetzt und Ihr Team ist überlastet.","La posición permanece sin cubrir y tu equipo está sobrecargado.","A posição permanece não preenchida e sua equipe está sobrecarregada.","La posizione rimane vacante e il tuo team è sovraccarico.","Pozisyon doldurulmadan kalıyor ve ekibiniz aşırı yüklenmiş durumda."
MGR_JADA_03_RECRUIT,4,user_input_text,"I need to create a position for a Digital Marketing Consultant.","Ich muss eine Stelle für einen Digital Marketing Consultant erstellen.","Necesito crear una posición para un Consultor de Marketing Digital.","Preciso criar uma posição para um Consultor de Marketing Digital.","Devo creare una posizione per un Consulente di Marketing Digitale.","Dijital Pazarlama Danışmanı için bir pozisyon oluşturmam gerekiyor."
MGR_JADA_03_RECRUIT,5,joule_response_text,"I can help you create that position. Let me gather the necessary details.","Ich kann Ihnen helfen, diese Position zu erstellen. Lassen Sie mich die notwendigen Details sammeln.","Puedo ayudarte a crear esa posición. Déjame reunir los detalles necesarios.","Posso ajudá-lo a criar essa posição. Deixe-me reunir os detalhes necessários.","Posso aiutarti a creare quella posizione. Lasciami raccogliere i dettagli necessari.","Bu pozisyonu oluşturmanıza yardımcı olabilirim. Gerekli ayrıntıları toplayayım."
MGR_JADA_03_RECRUIT,6,joule_response_text,"Based on similar roles in your organization, here's a recommended job description:","Basierend auf ähnlichen Rollen in Ihrer Organisation ist hier eine empfohlene Stellenbeschreibung:","Según roles similares en tu organización, aquí hay una descripción de trabajo recomendada:","Com base em funções semelhantes em sua organização, aqui está uma descrição de trabalho recomendada:","In base a ruoli simili nella tua organizzazione, ecco una descrizione del lavoro consigliata:","Kuruluşunuzdaki benzer rollere dayanarak, önerilen bir iş tanımı:"
MGR_JADA_03_RECRUIT,8.5,joule_response_text,"Excellent choice!","Ausgezeichnete Wahl!","¡Excelente elección!","Excelente escolha!","Scelta eccellente!","Mükemmel seçim!"
MGR_JADA_03_RECRUIT,9,user_input_text,"Looks good! What salary range should we offer?","Sieht gut aus! Welche Gehaltsspanne sollten wir anbieten?","¡Se ve bien! ¿Qué rango salarial deberíamos ofrecer?","Parece bom! Qual faixa salarial devemos oferecer?","Sembra buono! Quale fascia salariale dovremmo offrire?","İyi görünüyor! Hangi maaş aralığını teklif etmeliyiz?"
MGR_JADA_03_RECRUIT,10,joule_response_text,"Based on market data for Digital Marketing Consultants in your region, I recommend a range of $65,000 - $85,000 annually.","Basierend auf Marktdaten für Digital Marketing Consultants in Ihrer Region empfehle ich eine Spanne von 65.000 $ - 85.000 $ jährlich.","Según los datos del mercado para Consultores de Marketing Digital en tu región, recomiendo un rango de $65,000 - $85,000 anualmente.","Com base em dados de mercado para Consultores de Marketing Digital em sua região, recomendo uma faixa de $65.000 - $85.000 anualmente.","In base ai dati di mercato per i Consulenti di Marketing Digitale nella tua regione, raccomando un intervallo di $65.000 - $85.000 annualmente.","Bölgenizdeki Dijital Pazarlama Danışmanları için piyasa verilerine dayanarak, yıllık 65.000 $ - 85.000 $ aralığını öneriyorum."
MGR_JADA_03_RECRUIT,11,joule_response_text,"Perfect! I've created a draft position for Digital Marketing Consultant starting today. Would you like me to generate a job description for this role?","Perfekt! Ich habe einen Entwurf für die Stelle Digital Marketing Consultant mit Start ab heute erstellt. Soll ich eine Stellenbeschreibung für diese Rolle erstellen?","¡Perfecto! He creado un borrador de posición para Consultor de Marketing Digital a partir de hoy. ¿Te gustaría que generara una descripción del puesto para este rol?","Perfeito! Criei um rascunho de posição para Consultor de Marketing Digital começando hoje. Gostaria que eu gerasse uma descrição do trabalho para esta função?","Perfetto! Ho creato una bozza di posizione per Consulente di Marketing Digitale a partire da oggi. Vuoi che generi una descrizione del lavoro per questo ruolo?","Mükemmel! Bugünden başlamak üzere Dijital Pazarlama Danışmanı için bir pozisyon taslağı oluşturdum. Bu rol için bir iş tanımı oluşturmamı ister misiniz?"
MGR_JADA_03_RECRUIT,11,action_a_label,"Yes, create job description","Ja, Stellenbeschreibung erstellen","Sí, crear descripción del puesto","Sim, criar descrição do trabalho","Sì, crea descrizione del lavoro","Evet, iş tanımı oluştur"
MGR_JADA_03_RECRUIT,11,action_b_label,"No, submit for approval","Nein, zur Genehmigung einreichen","No, enviar para aprobación","Não, enviar para aprovação","No, invia per approvazione","Hayır, onay için gönder"
MGR_JADA_03_RECRUIT,11,completion_message,"Job requisition complete! Joule streamlined the entire process and we're ready to hire!","Stellenanforderung abgeschlossen! Joule hat den gesamten Prozess rationalisiert und wir sind bereit zu einzustellen!","¡Requisición de trabajo completa! ¡Joule simplificó todo el proceso y estamos listos para contratar!","Requisição de trabalho concluída! Joule simplificou todo o processo e estamos prontos para contratar!","Richiesta di lavoro completata! Joule ha semplificato l'intero processo e siamo pronti per assumere!","İş talebi tamamlandı! Joule tüm süreci kolaylaştırdı ve işe almaya hazırız!"
MGR_JADA_04_PERFORMANCE,1,scenario_title,"It's that time of the year again","Es ist wieder diese Zeit des Jahres","Es esa época del año otra vez","É aquela época do ano novamente","È di nuovo quel periodo dell'anno","Yılın o zamanı yine geldi"
MGR_JADA_04_PERFORMANCE,1,scenario_description,"","","","","",""
MGR_JADA_04_PERFORMANCE,1,choice_a_label,"Panic and scramble through notes","In Panik geraten und durch Notizen wühlen","Entrar en pánico y revolver notas","Entrar em pânico e vasculhar anotações","Panico e scorrere freneticamente gli appunti","Paniğe kapılın ve notları karıştırın"
MGR_JADA_04_PERFORMANCE,1,choice_b_label,"Prepare with Joule","Mit Joule vorbereiten","Preparar con Joule","Preparar com Joule","Preparare con Joule","Joule ile hazırlan"
MGR_JADA_04_PERFORMANCE,2,joule_response_text,"You arrive at the performance review meeting unprepared and flustered.","Sie kommen unvorbereitet und aufgeregt zum Leistungsbeurteilungsgespräch.","Llegas a la reunión de revisión de desempeño sin preparación y nervioso.","Você chega à reunião de avaliação de desempenho despreparado e nervoso.","Arrivi alla riunione di valutazione delle performance impreparato e agitato.","Performans değerlendirme toplantısına hazırlıksız ve telaşlı geliyorsunuz."
MGR_JADA_04_PERFORMANCE,4,user_input_text,"I have a performance review with Gus in 30 minutes. Can you help me prepare?","Ich habe in 30 Minuten eine Leistungsbeurteilung mit Gus. Können Sie mir bei der Vorbereitung helfen?","Tengo una revisión de desempeño con Gus en 30 minutos. ¿Puedes ayudarme a preparar?","Tenho uma avaliação de desempenho com Gus em 30 minutos. Você pode me ajudar a preparar?","Ho una valutazione delle performance con Gus tra 30 minuti. Puoi aiutarmi a preparare?","30 dakika içinde Gus ile bir performans değerlendirmem var. Hazırlanmama yardımcı olabilir misiniz?"
MGR_JADA_04_PERFORMANCE,5,joule_response_text,"Of course! Let me pull together a comprehensive performance summary for Gus.","Natürlich! Lassen Sie mich eine umfassende Leistungszusammenfassung für Gus zusammenstellen.","¡Por supuesto! Déjame reunir un resumen completo de rendimiento para Gus.","Claro! Deixe-me reunir um resumo abrangente de desempenho para Gus.","Certo! Lasciami raccogliere un riepilogo completo delle performance per Gus.","Tabii! Gus için kapsamlı bir performans özeti hazırlayayım."
MGR_JADA_04_PERFORMANCE,6,joule_response_text,"Here's Gus's performance overview for this year:","Hier ist Gus' Leistungsüberblick für dieses Jahr:","Aquí está la descripción general del rendimiento de Gus para este año:","Aqui está a visão geral do desempenho de Gus para este ano:","Ecco la panoramica delle performance di Gus per quest'anno:","Gus'un bu yıl için performans genel bakışı:"
MGR_JADA_04_PERFORMANCE,8,user_input_text,"What are his key achievements?","Was sind seine wichtigsten Erfolge?","¿Cuáles son sus logros clave?","Quais são suas principais conquistas?","Quali sono i suoi principali successi?","Onun önemli başarıları nelerdir?"
MGR_JADA_04_PERFORMANCE,9,joule_response_text,"Gus has had an excellent year with several notable achievements:","Gus hatte ein ausgezeichnetes Jahr mit mehreren bemerkenswerten Erfolgen:","Gus ha tenido un año excelente con varios logros notables:","Gus teve um ano excelente com várias conquistas notáveis:","Gus ha avuto un anno eccellente con diversi successi notevoli:","Gus, birçok önemli başarıya sahip mükemmel bir yıl geçirdi:"
MGR_JADA_04_PERFORMANCE,11,user_input_text,"What areas should he focus on for development?","Auf welche Bereiche sollte er sich für die Entwicklung konzentrieren?","¿En qué áreas debería enfocarse para el desarrollo?","Em quais áreas ele deve se concentrar para desenvolvimento?","Su quali aree dovrebbe concentrarsi per lo sviluppo?","Gelişim için hangi alanlara odaklanmalı?"
MGR_JADA_04_PERFORMANCE,12,joule_response_text,"Based on his career goals and current skill set, I recommend focusing on:","Basierend auf seinen Karrierezielen und aktuellen Fähigkeiten empfehle ich, sich zu konzentrieren auf:","Según sus objetivos profesionales y conjunto de habilidades actual, recomiendo centrarse en:","Com base em seus objetivos de carreira e conjunto de habilidades atual, recomendo focar em:","In base ai suoi obiettivi di carriera e alle competenze attuali, raccomando di concentrarsi su:","Kariyer hedeflerine ve mevcut becerilerine göre, odaklanmanızı öneririm:"
MGR_JADA_04_PERFORMANCE,13,user_input_text,"Thanks Joule, you're a lifesaver!","Danke Joule, du bist ein Lebensretter!","¡Gracias Joule, eres un salvavidas!","Obrigado Joule, você é um salva-vidas!","Grazie Joule, sei un salvavita!","Teşekkürler Joule, hayat kurtarıcısın!"
MGR_JADA_04_PERFORMANCE,14,joule_response_text,"You're very welcome. I'm glad I could help. Let me know if you need anything else before your meeting.","Gern geschehen. Ich bin froh, dass ich helfen konnte. Lassen Sie mich wissen, wenn Sie vor Ihrem Meeting noch etwas brauchen.","De nada. Me alegra haber podido ayudar. Avísame si necesitas algo más antes de tu reunión.","De nada. Fico feliz por ter podido ajudar. Avise-me se precisar de mais alguma coisa antes da sua reunião.","Prego. Sono felice di aver potuto aiutare. Fammi sapere se ti serve altro prima della riunione.","Rica ederim. Yardımcı olabildiysem ne mutlu. Toplantıdan önce başka bir şeye ihtiyacın olursa haber ver."
MGR_JADA_04_PERFORMANCE,15,completion_message,"Joule helped me prepare thoroughly for Gus's performance conversation. I feel confident and ready to have a constructive, supportive discussion!","Joule hat mir geholfen, mich gründlich auf das Leistungsgespräch mit Gus vorzubereiten. Ich fühle mich zuversichtlich und bereit für ein konstruktives, unterstützendes Gespräch!","Joule me ayudó a prepararme a fondo para la conversación de rendimiento de Gus. ¡Me siento confiado y listo para tener una discusión constructiva y de apoyo!","Joule me ajudou a me preparar completamente para a conversa de desempenho de Gus. Me sinto confiante e pronto para ter uma discussão construtiva e de apoio!","Joule mi ha aiutato a prepararmi a fondo per la conversazione sulle performance di Gus. Mi sento sicuro e pronto per una discussione costruttiva e di supporto!","Joule, Gus ile performans görüşmesine kapsamlı şekilde hazırlanmama yardımcı oldu. Kendime güveniyorum ve yapıcı, destekleyici bir görüşme için hazırım!"